1.64417;1.50778;1.42945;1.38714;1.36194;1.31877;1.29718;1.285;1.26347;1.24686;1.2003;1.1864;1.16665;1.14568;1.13309;1.12465;1.12213;1.1119;1.10217;1.09624;1.09325;1.09465;1.09432;1.0881;1.08147;1.07883;1.07534;1.0795;1.06352;1.05204;1.04875;1.0449;1.03676;1.03333;1.03247;1.02809;1.02637;1.02387;1.02339
1.13649;1.01463;0.968549;0.95637;0.925028;0.904584;0.884962;0.874657;0.86538;0.860027;0.832655;0.818128;0.79936;0.792688;0.786406;0.780727;0.777048;0.774705;0.769113;0.768562;0.765415;0.761106;0.761387;0.758244;0.756662;0.756643;0.753817;0.753487;0.745612;0.73894;0.73551;0.734518;0.730115;0.727243;0.725709;0.723477;0.722853;0.721768;0.721258
0.922634;0.821713;0.789751;0.76399;0.741418;0.73064;0.724301;0.705781;0.693297;0.689773;0.672696;0.65893;0.645863;0.642756;0.640045;0.632704;0.630413;0.631474;0.625865;0.623127;0.621015;0.620056;0.617531;0.618615;0.61573;0.615152;0.612609;0.613205;0.604589;0.602435;0.599443;0.597301;0.594851;0.593338;0.591283;0.590331;0.589685;0.588532;0.588659
0.801807;0.719066;0.668428;0.649668;0.635699;0.627925;0.613008;0.607277;0.600088;0.599822;0.576165;0.567812;0.55912;0.553764;0.550792;0.549201;0.545567;0.543476;0.540834;0.538594;0.537776;0.535473;0.53433;0.53304;0.532384;0.532099;0.530126;0.529904;0.523945;0.521034;0.518013;0.516947;0.514176;0.513816;0.512052;0.511051;0.510108;0.509734;0.509231
0.702292;0.637709;0.590167;0.577868;0.565144;0.559243;0.545574;0.541475;0.537956;0.532692;0.513683;0.504991;0.499628;0.496047;0.490179;0.488989;0.486139;0.48396;0.48227;0.480154;0.479953;0.47807;0.478285;0.476079;0.474378;0.473879;0.473488;0.472352;0.46801;0.465678;0.463949;0.461799;0.459996;0.458554;0.457663;0.456867;0.456028;0.455744;0.454993
0.638849;0.579708;0.543368;0.525386;0.516676;0.507767;0.497814;0.491975;0.486409;0.485744;0.470092;0.460554;0.453193;0.45004;0.449134;0.444543;0.442823;0.441348;0.440826;0.43834;0.436393;0.435562;0.435041;0.434154;0.43409;0.432881;0.431633;0.431879;0.427175;0.425191;0.422081;0.421527;0.419233;0.41858;0.417818;0.416978;0.4164;0.415696;0.415673
0.591062;0.534024;0.50282;0.483594;0.477329;0.463385;0.458308;0.458083;0.448875;0.445048;0.432373;0.426456;0.420769;0.418542;0.414316;0.411817;0.409053;0.408251;0.405382;0.405591;0.404335;0.403108;0.402174;0.401654;0.400447;0.400925;0.400301;0.39954;0.395158;0.392552;0.390667;0.389796;0.388514;0.386944;0.386658;0.385595;0.385152;0.38474;0.384652
0.557278;0.506751;0.469234;0.454727;0.442123;0.436585;0.435045;0.421195;0.423042;0.418433;0.40414;0.398714;0.392251;0.389551;0.387283;0.385468;0.383336;0.383518;0.380475;0.378536;0.378285;0.3776;0.376265;0.376286;0.374258;0.373574;0.374241;0.372954;0.369778;0.367571;0.365926;0.365511;0.363035;0.361966;0.361639;0.360996;0.360357;0.360117;0.359838
0.524568;0.460022;0.44466;0.431528;0.419771;0.41044;0.404646;0.397087;0.396885;0.395291;0.383145;0.375108;0.369794;0.3664;0.365504;0.362293;0.360384;0.359849;0.357965;0.356943;0.358057;0.355802;0.355317;0.354214;0.353649;0.352641;0.351818;0.351795;0.347935;0.346676;0.344907;0.343781;0.342135;0.341673;0.34093;0.340242;0.339629;0.339483;0.339225
0.504835;0.444367;0.414448;0.400603;0.399606;0.390443;0.382847;0.381955;0.374211;0.374471;0.362499;0.355187;0.351689;0.349789;0.34608;0.343572;0.342207;0.340224;0.339758;0.339607;0.337198;0.33761;0.335867;0.336095;0.334723;0.334498;0.334539;0.332875;0.330476;0.328246;0.32721;0.326429;0.325113;0.324095;0.323083;0.322794;0.322109;0.321853;0.321606
