1.16229;1.14682;1.12475;1.11646;1.1058;1.10139;1.09552;1.09276;1.08746;1.0856;1.07338;1.06685;1.05984;1.05335;1.05058;1.04644;1.04493;1.04284;1.04183;1.04012;1.03778;1.03809;1.03642;1.03531;1.03426;1.03294;1.03312;1.03084;1.02586;1.02206;1.01993;1.01869;1.01702;1.01442;1.01358;1.01237;1.01165;1.01073;1.01077
0.831929;0.813307;0.797043;0.790191;0.78372;0.775327;0.773897;0.767357;0.76643;0.763698;0.753915;0.75003;0.744624;0.740964;0.739177;0.738089;0.735352;0.734612;0.733252;0.732641;0.731332;0.728963;0.728562;0.72934;0.728039;0.728077;0.726865;0.726467;0.722765;0.720958;0.719812;0.718252;0.71699;0.71593;0.715306;0.714736;0.714064;0.713587;0.71345
0.688766;0.667416;0.651511;0.644418;0.638119;0.634759;0.633152;0.627595;0.624814;0.62206;0.614348;0.609416;0.605693;0.60424;0.60345;0.601012;0.599529;0.598803;0.597948;0.596635;0.596287;0.595151;0.595343;0.593827;0.594073;0.592825;0.591833;0.59276;0.589982;0.588147;0.586826;0.586378;0.585011;0.584092;0.583539;0.583234;0.582615;0.582464;0.582312
0.599563;0.578416;0.562464;0.558233;0.552271;0.547989;0.542424;0.542332;0.539856;0.538697;0.531858;0.527464;0.523934;0.523175;0.520797;0.520238;0.51883;0.517977;0.516215;0.516245;0.515381;0.515577;0.514676;0.514587;0.514211;0.513417;0.513225;0.512707;0.510295;0.508871;0.508069;0.507327;0.506628;0.505786;0.505189;0.50476;0.504605;0.504303;0.504098
0.537151;0.512773;0.501826;0.498357;0.491341;0.488928;0.487178;0.485459;0.482834;0.480064;0.474143;0.472043;0.469162;0.4672;0.465412;0.464503;0.463724;0.462298;0.462464;0.461285;0.460975;0.460345;0.459783;0.459779;0.459145;0.459242;0.45883;0.457948;0.456423;0.455145;0.45413;0.453627;0.453005;0.452195;0.451753;0.451388;0.451208;0.451095;0.450853
0.489266;0.474014;0.459967;0.454664;0.450537;0.44717;0.443293;0.442822;0.439671;0.438967;0.433523;0.430157;0.42771;0.425971;0.424943;0.423355;0.423169;0.422193;0.421656;0.420763;0.420441;0.420127;0.419614;0.419716;0.419347;0.41893;0.418542;0.418258;0.416727;0.415512;0.414814;0.414068;0.413372;0.41269;0.412229;0.412196;0.411928;0.411628;0.411542
0.458458;0.432527;0.424688;0.4183;0.41662;0.412414;0.410429;0.409554;0.407514;0.405324;0.400936;0.398167;0.395406;0.395195;0.393645;0.392457;0.391684;0.390722;0.390284;0.389641;0.389167;0.38885;0.388259;0.388166;0.388012;0.387824;0.387735;0.387154;0.385382;0.384403;0.383653;0.383122;0.382613;0.382162;0.38183;0.381476;0.38132;0.381074;0.380938
0.427377;0.407994;0.39701;0.3941;0.389077;0.386045;0.385077;0.382513;0.380926;0.380435;0.375496;0.372971;0.370475;0.369257;0.367723;0.366706;0.366396;0.365325;0.364949;0.36453;0.364122;0.364167;0.363466;0.363338;0.362858;0.36233;0.362284;0.362287;0.360676;0.359608;0.358986;0.358536;0.357816;0.357542;0.357074;0.356916;0.356593;0.356375;0.356237
0.401675;0.384917;0.375595;0.370323;0.366776;0.365004;0.362756;0.360078;0.359692;0.358208;0.353121;0.351108;0.348984;0.347907;0.347468;0.345998;0.345516;0.344652;0.343742;0.344079;0.343596;0.343036;0.342426;0.342322;0.341906;0.341668;0.34162;0.341147;0.339778;0.339202;0.338445;0.338233;0.337324;0.336739;0.336579;0.336333;0.336236;0.336045;0.335873
0.381147;0.365028;0.355986;0.35079;0.347528;0.345934;0.34499;0.343188;0.340451;0.339992;0.335737;0.333482;0.331082;0.329937;0.329313;0.328523;0.327513;0.326008;0.326478;0.326291;0.32529;0.325414;0.325031;0.325033;0.324363;0.324196;0.32377;0.323537;0.322486;0.32156;0.321167;0.320616;0.320059;0.319653;0.319275;0.319174;0.318947;0.318787;0.318568
0.365697;0.346793;0.338866;0.336889;0.332335;0.329497;0.3275;0.325057;0.324646;0.322893;0.319213;0.317182;0.315999;0.314389;0.313492;0.312896;0.31189;0.311777;0.311437;0.310361;0.310348;0.310208;0.310145;0.309718;0.308904;0.309005;0.308902;0.308739;0.307527;0.306628;0.306017;0.305763;0.305094;0.304729;0.304499;0.30425;0.304089;0.303906;0.303769
0.347106;0.33184;0.326877;0.320289;0.31752;0.314556;0.313736;0.311444;0.310667;0.309989;0.306327;0.302958;0.302622;0.300863;0.299967;0.299141;0.298885;0.298717;0.297616;0.297355;0.297094;0.296702;0.296504;0.296475;0.295993;0.296023;0.295721;0.29538;0.294285;0.293574;0.293147;0.292595;0.292126;0.291755;0.291507;0.291243;0.291146;0.290963;0.290894
0.338887;0.320245;0.312219;0.308472;0.305674;0.302394;0.300983;0.300622;0.29892;0.297224;0.293962;0.291468;0.290705;0.288769;0.288173;0.287533;0.287082;0.286854;0.286424;0.285758;0.28553;0.284985;0.284955;0.285084;0.284506;0.284681;0.284146;0.283976;0.282744;0.282053;0.281683;0.281087;0.280632;0.2802;0.280071;0.279893;0.279681;0.279657;0.279457
0.322236;0.309512;0.300933;0.297129;0.293892;0.291876;0.289812;0.289477;0.287312;0.286573;0.282888;0.281075;0.279331;0.278454;0.278136;0.276961;0.276817;0.276098;0.275463;0.275515;0.275244;0.274741;0.274706;0.274461;0.274054;0.273938;0.273717;0.273553;0.272376;0.271643;0.271495;0.270904;0.270411;0.270077;0.269873;0.269639;0.269507;0.269432;0.269288
0.313338;0.298826;0.291933;0.287478;0.285131;0.28181;0.280214;0.278747;0.277657;0.27703;0.27396;0.271574;0.270631;0.269331;0.268178;0.267998;0.267498;0.266538;0.266374;0.26611;0.265693;0.265204;0.265263;0.26486;0.265038;0.264715;0.264437;0.264237;0.263113;0.262478;0.262182;0.261635;0.261429;0.261015;0.260655;0.260532;0.260332;0.260249;0.260145
0.302416;0.289035;0.282582;0.277898;0.276117;0.272995;0.270959;0.270494;0.269895;0.26891;0.265671;0.263157;0.261381;0.260236;0.259745;0.25934;0.259037;0.258261;0.258071;0.257615;0.257337;0.257196;0.256668;0.256525;0.25643;0.25623;0.255946;0.255944;0.254943;0.25418;0.253762;0.253382;0.252932;0.252654;0.252362;0.252286;0.252105;0.251948;0.251874
0.294612;0.27874;0.2721;0.269434;0.267044;0.264179;0.263259;0.262103;0.261618;0.259436;0.256748;0.254998;0.253326;0.253321;0.252479;0.251218;0.251265;0.250406;0.250291;0.249867;0.249406;0.249221;0.249124;0.248989;0.248664;0.248628;0.2483;0.248271;0.247154;0.246564;0.246206;0.2458;0.245404;0.245071;0.244871;0.244688;0.244567;0.24447;0.244334
0.285888;0.270637;0.266135;0.263209;0.259476;0.25793;0.255454;0.254363;0.253675;0.252175;0.249396;0.248594;0.246907;0.245649;0.245028;0.244326;0.243909;0.243413;0.243021;0.242679;0.242549;0.242257;0.242048;0.241883;0.241806;0.241571;0.241313;0.241228;0.24005;0.239516;0.239213;0.238904;0.238475;0.238141;0.238008;0.23783;0.237718;0.237557;0.237396
0.277384;0.265259;0.258475;0.25447;0.253248;0.251277;0.248465;0.248244;0.246885;0.245885;0.242751;0.241373;0.239942;0.239081;0.238632;0.237835;0.237734;0.237156;0.236629;0.23616;0.235651;0.235821;0.235306;0.235641;0.235365;0.235366;0.234824;0.234872;0.23381;0.233101;0.232875;0.232529;0.232082;0.231825;0.231595;0.231461;0.231393;0.231211;0.231105
0.271177;0.259499;0.252114;0.248829;0.245192;0.244779;0.242831;0.241501;0.240078;0.240633;0.237094;0.235486;0.233928;0.233012;0.232513;0.232268;0.231292;0.231225;0.230739;0.230091;0.229939;0.229767;0.229536;0.229243;0.229247;0.229165;0.228845;0.228861;0.228036;0.227403;0.226881;0.226609;0.226271;0.225926;0.225812;0.225615;0.225469;0.225291;0.225316
0.265026;0.25229;0.244981;0.242867;0.239628;0.237571;0.236939;0.236588;0.23465;0.233522;0.231402;0.229683;0.228281;0.22759;0.226902;0.226063;0.226044;0.225329;0.224867;0.224751;0.224656;0.22431;0.224204;0.223862;0.223824;0.223822;0.223487;0.223326;0.222363;0.22184;0.221573;0.221143;0.220828;0.220498;0.220361;0.220148;0.220047;0.219916;0.219826
0.25732;0.245624;0.239761;0.236984;0.23491;0.232403;0.232016;0.229937;0.229282;0.229009;0.226038;0.224068;0.222758;0.222242;0.221834;0.221205;0.22061;0.220434;0.219797;0.219759;0.219123;0.219081;0.218825;0.218956;0.218395;0.218321;0.218367;0.218156;0.217183;0.216691;0.216376;0.216115;0.215706;0.215394;0.215261;0.215049;0.214936;0.21486;0.21479
0.252633;0.241797;0.23447;0.23167;0.229714;0.227514;0.225943;0.225372;0.224666;0.223729;0.220878;0.219283;0.218364;0.217339;0.216556;0.216024;0.215327;0.215193;0.21504;0.214876;0.21465;0.214413;0.214435;0.214037;0.213752;0.213643;0.213488;0.213546;0.212661;0.212034;0.211722;0.211425;0.21095;0.210669;0.210461;0.210334;0.210237;0.210154;0.210103
0.248562;0.236057;0.229743;0.227694;0.225081;0.222766;0.22167;0.221217;0.219838;0.218949;0.216993;0.214356;0.213369;0.212855;0.211975;0.21144;0.211439;0.210735;0.210748;0.210364;0.210042;0.209906;0.209757;0.209373;0.209353;0.209224;0.208964;0.20901;0.208035;0.207604;0.207169;0.206835;0.206439;0.20626;0.206059;0.205869;0.205835;0.205822;0.205683
0.242396;0.22977;0.22611;0.222296;0.220708;0.219037;0.216945;0.216737;0.215488;0.214771;0.211874;0.209976;0.209424;0.208432;0.20787;0.207021;0.206872;0.206658;0.206248;0.206026;0.20565;0.205516;0.205168;0.2052;0.205014;0.204902;0.204767;0.20469;0.203748;0.203291;0.202969;0.20272;0.202284;0.202115;0.201987;0.201765;0.201688;0.201547;0.201442
0.238861;0.226513;0.221798;0.21769;0.215522;0.214746;0.213356;0.21189;0.211173;0.209578;0.207242;0.206426;0.204933;0.204648;0.203939;0.203321;0.202941;0.202378;0.20217;0.202252;0.201675;0.201483;0.201279;0.201317;0.200838;0.200912;0.200849;0.200915;0.199955;0.199358;0.199073;0.198775;0.19833;0.198188;0.197968;0.197836;0.197795;0.19768;0.197547
0.234246;0.222385;0.217298;0.213198;0.211644;0.20995;0.209026;0.208116;0.207217;0.206111;0.203434;0.202268;0.201307;0.200761;0.199979;0.199788;0.199246;0.198702;0.198286;0.198359;0.19794;0.197657;0.197471;0.197478;0.197339;0.197182;0.197006;0.196882;0.196215;0.195679;0.195202;0.195103;0.194729;0.194536;0.194282;0.19417;0.194047;0.193964;0.19387
0.229989;0.218432;0.21396;0.209981;0.207454;0.206321;0.204864;0.204443;0.202828;0.202384;0.200019;0.198842;0.197571;0.196992;0.196466;0.196047;0.195528;0.195166;0.194895;0.194671;0.194459;0.194227;0.194118;0.193781;0.193902;0.193553;0.193547;0.193362;0.19271;0.192122;0.191763;0.1915;0.19121;0.19103;0.190727;0.190646;0.190504;0.19049;0.190412
0.224332;0.213535;0.21044;0.206317;0.204823;0.20313;0.201849;0.200068;0.199657;0.199145;0.196654;0.195452;0.194175;0.193337;0.192719;0.19265;0.191993;0.191681;0.191424;0.191048;0.190977;0.190888;0.190491;0.190718;0.190464;0.190279;0.189969;0.190038;0.189171;0.188784;0.188489;0.188275;0.187807;0.187702;0.187446;0.187334;0.187221;0.187075;0.187064
0.21971;0.210946;0.205472;0.203201;0.200997;0.198694;0.198543;0.196942;0.196325;0.195804;0.193419;0.191951;0.19107;0.19055;0.189708;0.189275;0.188881;0.188518;0.18831;0.188153;0.18784;0.187511;0.18755;0.187269;0.187064;0.187117;0.186891;0.186719;0.186051;0.185487;0.185424;0.184925;0.184682;0.184447;0.184301;0.184186;0.184029;0.18397;0.183952
0.216857;0.206707;0.203077;0.199826;0.197459;0.195918;0.194652;0.194328;0.193567;0.192142;0.190259;0.188674;0.187856;0.187001;0.18641;0.186268;0.185858;0.185643;0.185195;0.184836;0.184708;0.184602;0.184358;0.184349;0.18422;0.184008;0.183925;0.183767;0.182854;0.182579;0.182089;0.182015;0.18173;0.181592;0.181255;0.181145;0.181105;0.181036;0.18094
0.213281;0.204846;0.198691;0.195624;0.194504;0.192829;0.191437;0.190861;0.190291;0.189712;0.187064;0.185878;0.184814;0.184006;0.183558;0.18334;0.182959;0.182447;0.182377;0.182074;0.181948;0.18168;0.181592;0.181327;0.181378;0.181197;0.180991;0.180953;0.180124;0.179638;0.179226;0.179096;0.178849;0.178658;0.178456;0.178319;0.178261;0.178141;0.178093
0.211846;0.200681;0.195803;0.193743;0.191862;0.189308;0.188825;0.187948;0.187382;0.187354;0.18406;0.183185;0.182274;0.181496;0.180979;0.180495;0.179945;0.179874;0.179425;0.179279;0.179011;0.178832;0.17853;0.178543;0.17848;0.178549;0.178223;0.17812;0.177409;0.176917;0.176584;0.176417;0.176104;0.1759;0.175797;0.175617;0.175566;0.175459;0.175363
0.208421;0.197843;0.192907;0.190354;0.18857;0.187461;0.185786;0.184992;0.184229;0.1838;0.181452;0.180261;0.179495;0.178977;0.178379;0.17785;0.177441;0.177103;0.17671;0.17657;0.176299;0.176013;0.176057;0.17594;0.17588;0.175667;0.175582;0.175401;0.174826;0.174341;0.174002;0.173846;0.173563;0.173237;0.173227;0.172999;0.172907;0.172806;0.172779
0.205336;0.194258;0.191599;0.188071;0.185707;0.184595;0.183162;0.182907;0.182144;0.181234;0.179365;0.177801;0.176716;0.176226;0.175578;0.175068;0.174789;0.174617;0.174378;0.173949;0.173942;0.173782;0.173555;0.173368;0.173334;0.173238;0.173138;0.172834;0.172316;0.171793;0.171581;0.171343;0.171023;0.170795;0.170659;0.170499;0.1704;0.170343;0.170268
0.201628;0.192793;0.187593;0.184762;0.18338;0.181927;0.181056;0.180207;0.17913;0.178958;0.176662;0.175099;0.174139;0.173523;0.173298;0.172763;0.172492;0.172082;0.171815;0.17149;0.171501;0.171334;0.171091;0.170859;0.170932;0.170718;0.170611;0.170303;0.169816;0.169399;0.169088;0.168959;0.168651;0.168348;0.168322;0.168103;0.168024;0.167932;0.167902
0.198033;0.19042;0.185566;0.182785;0.180625;0.179722;0.178497;0.177754;0.176702;0.17608;0.17413;0.172622;0.172194;0.171276;0.170852;0.17053;0.170156;0.169779;0.169445;0.169268;0.169164;0.168878;0.168696;0.168534;0.16843;0.168327;0.168295;0.168227;0.167518;0.167115;0.1669;0.166581;0.166298;0.166154;0.16596;0.16581;0.165715;0.165678;0.16561
